Date,URL,Hit Sentence,Source,Influencer,Country,Language,Reach,Sentiment,State,label,day,hour
2023-09-13 16:43:00,http://twitter.com/tn31vfc/statuses/1701917017941663982,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@tn31vfc,India,English,2516.0,Neutral,Tamil Nadu,tata,13,16
2023-09-13 16:34:00,http://twitter.com/gowda_sandheep/statuses/1701914863071899697,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@gowda_sandheep,India,English,171.0,Neutral,Tamil Nadu,tata,13,16
2023-09-13 16:29:00,http://twitter.com/i_m_Shashank/statuses/1701913469862527362,RT @indiatvnews: Nitin Gadkari says no need to make six airbags compulsory in passenger cars #NitinGadkari #Airbags #Mahindra #Maruti #Hyundai #6airbags https://t.co/64RAnmJ5Yw,Twitter,@i_m_Shashank,India,English,459.0,Neutral,Delhi,hyundai,13,16
2023-09-13 16:27:00,http://twitter.com/Vijay_Designer_/statuses/1701912943179481099,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Vijay_Designer_,India,English,1088.0,Neutral,Rajasthan,tata,13,16
2023-09-13 16:23:00,http://twitter.com/pateldaxil/statuses/1701912075641966954,RT @indiatvnews: Nitin Gadkari says no need to make six airbags compulsory in passenger cars #NitinGadkari #Airbags #Mahindra #Maruti #Hyundai #6airbags https://t.co/64RAnmJ5Yw,Twitter,@pateldaxil,India,English,349.0,Neutral,Tamil Nadu,hyundai,13,16
2023-09-13 16:23:00,http://twitter.com/indiatvnews/statuses/1701912045720055878,Nitin Gadkari says no need to make six airbags compulsory in passenger cars #NitinGadkari #Airbags #Mahindra #Maruti #Hyundai #6airbags https://t.co/64RAnmJ5Yw,Twitter,@indiatvnews,India,English,2350538.0,Neutral,Uttar Pradesh,hyundai,13,16
2023-09-13 16:14:00,http://twitter.com/IrshathCR7/statuses/1701909819974959387,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@IrshathCR7,India,English,22.0,Neutral,Tamil Nadu,tata,13,16
2023-09-13 16:11:00,http://twitter.com/ThalapathyDivy5/statuses/1701909006074380737,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@ThalapathyDivy5,India,English,407.0,Neutral,Tamil Nadu,tata,13,16
2023-09-13 15:57:00,http://twitter.com/ThisisaThamil/statuses/1701905526454644746,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@ThisisaThamil,India,English,391.0,Neutral,Puducherry,tata,13,15
2023-09-13 15:48:00,http://twitter.com/richardson12121/statuses/1701903185974354208,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@richardson12121,India,English,195.0,Neutral,Tamil Nadu,tata,13,15
2023-09-13 15:29:00,http://twitter.com/ksridha74861271/statuses/1701898343243501810,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@ksridha74861271,India,English,101.0,Neutral,Tamil Nadu,tata,13,15
2023-09-13 15:22:00,http://twitter.com/MandarSawant184/statuses/1701896543123669260,"RT @connectgurmeet: India sells 3 lakh cars per month of which EV is just 5000 This no will explode in next 5-7yrs. Tata currently commands 75% share in EV cars & has a headstart of 3-4 yrs with crucial service support At 30% penetration, we will sell 15L EV cars p.a in 5-6 yrs, growth of 20-25X",Twitter,@MandarSawant184,India,English,14334.0,Neutral,Maharashtra,tata,13,15
2023-09-13 15:17:00,http://twitter.com/lakshmananlax07/statuses/1701895490542203340,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@lakshmananlax07,India,English,382.0,Neutral,Tamil Nadu,tata,13,15
2023-09-13 14:57:00,http://twitter.com/PremVijay575757/statuses/1701890228833960090,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@PremVijay575757,India,English,175.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 14:42:00,http://twitter.com/Mohamed99542233/statuses/1701886683300679719,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Mohamed99542233,India,English,181.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 14:37:00,http://twitter.com/Navanee41198165/statuses/1701885228611182882,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Navanee41198165,India,English,136.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 14:22:00,http://twitter.com/Ramkrish39/statuses/1701881624923955203,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@Ramkrish39,India,English,153.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 14:16:00,http://twitter.com/Surya7781_/statuses/1701880062818267162,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@Surya7781_,India,English,93.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 14:09:00,http://twitter.com/RiyazzCR7/statuses/1701878323671101602,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@RiyazzCR7,India,English,1017.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 14:09:00,http://twitter.com/CrazyyyRaj/statuses/1701878240347070562,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@CrazyyyRaj,India,English,1477.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 14:06:00,http://twitter.com/ca_ravishankar/statuses/1701877487695986919,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@ca_ravishankar,India,English,130.0,Neutral,Tamil Nadu,tata,13,14
2023-09-13 13:59:00,http://twitter.com/ThalapathyRamy8/statuses/1701875704311562554,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@ThalapathyRamy8,India,English,179.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:43:00,https://twitter.com/offl_surya/statuses/1701871758817804351,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@offl_surya,India,English,166.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:38:00,http://twitter.com/mugilan99/statuses/1701870421174620568,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@mugilan99,India,English,41.0,Neutral,Telangana,tata,13,13
2023-09-13 13:34:00,http://twitter.com/wallflower2005/statuses/1701869371080241298,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@wallflower2005,India,English,81.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:33:00,http://twitter.com/KarthiV89549396/statuses/1701869235302256833,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@KarthiV89549396,India,English,662.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:27:00,http://twitter.com/Ashish_santhu/statuses/1701867636739772877,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@Ashish_santhu,India,English,363.0,Neutral,Kerala,tata,13,13
2023-09-13 13:26:00,http://twitter.com/R_Pandey95/statuses/1701867371357773861,"RT @connectgurmeet: India sells 3 lakh cars per month of which EV is just 5000 This no will explode in next 5-7yrs. Tata currently commands 75% share in EV cars & has a headstart of 3-4 yrs with crucial service support At 30% penetration, we will sell 15L EV cars p.a in 5-6 yrs, growth of 20-25X",Twitter,@R_Pandey95,India,English,805.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:23:00,https://twitter.com/Sanjeevi08/statuses/1701866597273743825,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@sanjeevi08,India,English,502.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:22:00,http://twitter.com/SKandasamy_22/statuses/1701866393044721680,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@SKandasamy_22,India,English,111.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:22:00,http://twitter.com/vasi_gara_hari/statuses/1701866338485243979,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@vasi_gara_hari,India,English,712.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:19:00,http://twitter.com/aswin__vj_/statuses/1701865783503335820,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@aswin__vj_,India,English,353.0,Neutral,Kerala,tata,13,13
2023-09-13 13:19:00,http://twitter.com/stark_ram/statuses/1701865576120094988,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@stark_ram,India,English,166.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:16:00,https://twitter.com/MasterMano5/statuses/1701864984001876198,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@mastermano5,India,English,617.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:13:00,https://twitter.com/Shayar_007/statuses/1701864201931870392,"@HyundaiIndia 1 day service team acknowledges the burning smell, other day call it common for all Hyundai cars. This last month has caused immense mental trauma to me after spending 17.5 lakhs. #Hyundai Would be responsible for any degradation in my mental health going forward. https://t.co/rLZDZ3EesI ; QT @Shayar_007: @HyundaiIndia Does all #creta gives burning smell in 50km drive even if it is driven by service employee? This is what @trident_hyundai service team told me, since 1 month they are giving me ridiculous response, blaming me even asking to delete tweets but not able to fix the car",Twitter,@shayar_007,India,English,29.0,Negative,Karnataka,hyundai,13,13
2023-09-13 13:01:00,http://twitter.com/Sanjaysandy2618/statuses/1701861046254985509,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Sanjaysandy2618,India,English,276.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:00:00,http://twitter.com/Vijayfan_naveen/statuses/1701860916797817212,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Vijayfan_naveen,India,English,1227.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:00:00,http://twitter.com/FAZIL_AHMED_S/statuses/1701860817057251471,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@FAZIL_AHMED_S,India,English,353.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 13:00:00,http://twitter.com/MsMugiii/statuses/1701860775751741602,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@MsMugiii,India,English,1149.0,Neutral,Tamil Nadu,tata,13,13
2023-09-13 12:59:00,http://twitter.com/ankursri20/statuses/1701860587691761908,@TataMotors Tata cars sales increased year by year as they moved towards futuristic demands and design. Is Tata is going to change its logo of PV cars separately from its commercial as Mahindra done? Pls let us know,Twitter,@ankursri20,India,English,60.0,Neutral,Haryana,tata,13,12
2023-09-13 12:57:00,https://twitter.com/sathik_smash/statuses/1701860239421915415,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@sathik_smash,India,English,122.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:40:00,http://twitter.com/SoumilHallan/statuses/1701855919762772090,RT @SoumilHallan: #HyundaiCretaFacelift Spied during test on the roads with its powerful engine and stylosh design.Looks like the Hyundai Most awaited SUV Palisade. Stunning Headlights . Excited for the all New Creta Facelift !! #Hyundai #automobile #Automotive #CretaFacelift #autonomous #Cars https://t.co/uCNERwZgwE,Twitter,@SoumilHallan,India,English,12.0,Positive,Gujarat,hyundai,13,12
2023-09-13 12:40:00,http://twitter.com/SoumilHallan/statuses/1701855777689137266,#HyundaiCretaFacelift Spied during test on the roads with its powerful engine and stylosh design.Looks like the Hyundai Most awaited SUV Palisade. Stunning Headlights . Excited for the all New Creta Facelift !! #Hyundai #automobile #Automotive #CretaFacelift #autonomous #Cars https://t.co/uCNERwZgwE,Twitter,@SoumilHallan,India,English,12.0,Positive,Tamil Nadu,hyundai,13,12
2023-09-13 12:36:00,https://twitter.com/NANBAN__MUTHU/statuses/1701854852563792297,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan X-Trail - 2000 - Present * Audi A8 * Premier 118 NE * Mini Cooper S * Maruti Suzuki Celerio @SanjeeveVenkat Revealed in Recent Interview If Missed Any Comment Below #Leo 🧊🔥",Twitter,@nanban__muthu,India,English,481.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:33:00,http://twitter.com/actechalumni/statuses/1701854203843588541,RT @tamilness: I was talking to a Korean acquaintance and introducing Chennai as place where Hyundai cars are made and its SaaS capital of India when he was thinking of hiring contractors from New Delhi instead of expensive Bengaluru people... - we need more PR for Chennai s/w prowess,Twitter,@actechalumni,India,English,122.0,Neutral,Tamil Nadu,hyundai,13,12
2023-09-13 12:33:00,http://twitter.com/Maapimedias/statuses/1701853976755388745,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Maapimedias,India,English,572.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:32:00,http://twitter.com/AanathaKrish/statuses/1701853886133506310,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@AanathaKrish,India,English,359.0,Neutral,Karnataka,tata,13,12
2023-09-13 12:32:00,http://twitter.com/RITIKAPASUPATHI/statuses/1701853726305312885,"RT @AVinthehousee: #ThalapathyVijay is a Car Enthusiast , Here Why 👇 ---------- List Of Cars @actorvijay Bought 🏎️🚓--- * Tata Estate 1992 - 2000 Model * Toyota Sera 1990 - 1996 Model * Toyota Innova Crysta - Present * Rolls-Royce Ghost Phantom - Present * BMW X6 - 2008–present Model * Nissan… https://t.co/FApr2EpBkD",Twitter,@RITIKAPASUPATHI,India,English,715.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:30:00,http://twitter.com/Arunpk21/statuses/1701853465390309856,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Arunpk21,India,English,87.0,Neutral,Karnataka,tata,13,12
2023-09-13 12:30:00,http://twitter.com/PRADEEPBABUrk/statuses/1701853433052176612,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@PRADEEPBABUrk,India,English,538.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:30:00,http://twitter.com/linusnaveen10/statuses/1701853293763608725,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@linusnaveen10,India,English,839.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:28:00,https://twitter.com/Shahin5493/statuses/1701852846453559383,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@shahin5493,India,English,146.0,Neutral,Kerala,tata,13,12
2023-09-13 12:25:00,http://twitter.com/santhosh_mdu_/statuses/1701852059841216866,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@santhosh_mdu_,India,English,282.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:24:00,http://twitter.com/indstartupnews/statuses/1701851859076395381,"Tata Motors, Managing Director, Passenger Vehicles & Electric Vehicle Mobility, said the company will keep making diesel cars until customers demand. This comes after Union Minister Nitin Gadkari said the government will increase tax on diesel vehicles and make their sales… https://t.co/Kbx855uxva",Twitter,@indstartupnews,India,English,2173.0,Neutral,Delhi,tata,13,12
2023-09-13 12:24:00,http://twitter.com/SanthoshCinemas/statuses/1701851707129594234,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@SanthoshCinemas,India,English,230.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:23:00,http://twitter.com/thanioruvan_rj/statuses/1701851555828469900,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@thanioruvan_rj,India,English,197.0,Neutral,Tamil Nadu,tata,13,12
2023-09-13 12:22:00,http://twitter.com/Ranjith_Vijay01/statuses/1701851381915939299,RT @dp_karthik: Here is a list of cars that @actorvijay has purchased: • Tata Estate • Toyota Sera • Toyota Innova Crysta (Frequently used) • Rolls-Royce Ghost Phantom (Frequently used) • BMW X6 • Nissan X-Trail • Audi A8 • Premier 118 NE • Mini Cooper S • Maruti Suzuki Celerio https://t.co/BbwjYHgf7V,Twitter,@Ranjith_Vijay01,India,English,1193.0,Neutral,Tamil Nadu,tata,13,12
